@id,@lat,@lon,name
11662833182,46.2473607,5.9726427,Erratic boulder of the Rhone glacier
11684858726,46.2443049,5.9740483,2 Erratic boulder of the Rhone glacier
11694669664,57.9150842,12.5693224,
11694669665,57.9147141,12.5684983,
11694669666,57.9146644,12.5683333,
11736636426,46.2311421,5.9480729,Pair of big Erratic boulder of the Rhone glacier
11736648382,46.2309031,5.9485153,Big erratic boulder of the Rhone glacier
11737052191,46.2546933,5.9706415,Erratic boulder of the Rhone glacier with a tree on top
11737221048,46.2540193,5.9643987,Le Marbre à Rosset - La Beule
11737261488,46.2481756,5.9668552,Group Of Erratic boulder of the Rhone glacier
11738965740,46.2298976,5.9473797,A Groupe Of Midsized Erratic boulder of the Rhone glacier
11739053558,46.2300799,5.9478674,A pair of Small To Midsize Erratic boulder of the Rhone glacier
11739100023,46.2315233,5.9487874,Smaller Erratic boulder of the Rhone glacier with a tree on top
11739100024,46.2301190,5.9473404,A Groupe Of Erratic boulder of the Rhone glacier
11739127012,57.9172444,12.5638374,
11739270629,46.2562635,5.9709838,Midsize Erratic boulder of the Rhone glacier
11739270939,46.2560186,5.9712387,Smaler Erratic boulder of the Rhone glacier
11739285616,46.2566690,5.9722785,Group Of Erratic boulder of the Rhone glacier
11739305075,46.2569006,5.9725725,Erratic boulder of the Rhone glacier
11771726656,46.2239352,6.0078306,Erratic boulder of the Rhone glacier
11771749867,46.2245177,6.0071095,Erratic boulder of the Rhone glacier
11771759430,46.2248818,6.0070549,Erratic boulder of the Rhone glacier
11771770280,46.2249844,6.0073188,Erratic boulder of the Rhone glacier
11771844222,46.2227121,6.0040826,Erratic boulder of the Rhone glacier
11771844223,46.2225568,6.0037662,Erratic boulder of the Rhone glacier
11771846213,46.2228188,6.0057661,Erratic boulder of the Rhone glacier
11771869396,46.2227857,6.0052272,Erratic boulder of the Rhone glacier
11771870515,46.2227420,6.0052833,Erratic boulder of the Rhone glacier
11771885405,46.2225488,6.0051535,Several Erratic boulder of the Rhone glacier
11771885406,46.2229727,6.0059796,Erratic boulder of the Rhone glacier
11773666848,46.2263047,6.0077360,Erratic boulder of the Rhone glacier
11773668902,46.2238203,6.0062731,Erratic boulder of the Rhone glacier
11773688712,46.2234709,6.0051397,A Pair Of Erratic boulder of the Rhone glacier
11773690511,46.2245285,6.0077843,Erratic boulder of the Rhone glacier
11773695849,46.2231895,6.0045103,Erratic boulder of the Rhone glacier
11773698325,46.2232865,6.0048791,Erratic boulder of the Rhone glacier
11773705384,46.2235644,6.0056241,Hugh Erratic boulder of the Rhone glacier
11773733040,46.2235518,6.0054109,Erratic boulder of the Rhone glacier
11773787141,46.2220630,6.0036283,Erratic boulder of the Rhone glacier
11775386120,46.2275092,5.9623361,Erratic boulder of the Rhone glacier
11775410209,46.2270591,5.9618254,Erratic boulder of the Rhone glacier
11775472490,46.2291862,5.9586965,Erratic boulder of the Rhone glacier
11775517781,46.2314674,5.9537334,Erratic boulder of the Rhone glacier
11775517782,46.2309505,5.9539562,Erratic boulder of the Rhone glacier
11775520475,46.2300619,5.9542381,Erratic boulder of the Rhone glacier
11775601328,46.2296877,5.9503106,A Broken Erratic boulder of the Rhone glacier
11775602117,46.2285444,5.9486081,Erratic boulder of the Rhone glacier
11775616499,46.2315005,5.9522009,Erratic boulder of the Rhone glacier
11775616500,46.2303624,5.9504441,Group Of Erratic boulder of the Rhone glacier
11775634529,46.2293165,5.9497533,Erratic boulder of the Rhone glacier
11775634530,46.2292328,5.9497064,Erratic boulder of the Rhone glacier
11775634532,46.2295632,5.9497639,Erratic boulder of the Rhone glacier
11775634533,46.2294973,5.9497236,Erratic boulder of the Rhone glacier
11775634534,46.2288297,5.9495265,Erratic boulder of the Rhone glacier
11775634535,46.2293633,5.9499453,Erratic boulder of the Rhone glacier
11775655724,46.2283878,5.9491938,Erratic boulder of the Rhone glacier
11775703179,46.2359013,5.9584958,Erratic boulder of the Rhone glacier
11775719478,46.2359172,5.9584677,Erratic boulder of the Rhone glacier
11778373257,46.2355459,5.9571134,Erratic boulder of the Rhone glacier
11778374828,46.2358120,5.9582982,Big erratic boulder of the Rhone glacier
11778411605,46.2357726,5.9573177,Erratic boulder of the Rhone glacier
11778411606,46.2356784,5.9570015,Erratic boulder of the Rhone glacier
11778411607,46.2357663,5.9572189,Pair of Erratic boulder of the Rhone glacier
11778411608,46.2356563,5.9565581,Erratic boulder of the Rhone glacier
11778411609,46.2355032,5.9572113,Erratic boulder of the Rhone glacier
11778411610,46.2356234,5.9570522,Erratic boulder of the Rhone glacier
11778427324,46.2298064,5.9510643,Erratic boulder of the Rhone glacier
11778429656,46.2344539,5.9557610,Erratic boulder of the Rhone glacier
11778429657,46.2347909,5.9562232,Erratic boulder of the Rhone glacier
11778499107,46.2270279,5.9476385,Erratic boulder of the Rhone glacier
11778500897,46.2270721,5.9479896,Erratic boulder of the Rhone glacier
11778508822,46.2266093,5.9472726,Erratic boulder of the Rhone glacier
11787080193,46.2608022,5.9789385,Erratic boulder of the Rhone glacier
11787084428,46.2609368,5.9788595,Erratic boulder of the Rhone glacier
11787104915,46.2613561,5.9784456,Group Of Erratic boulder of the Rhone glacier
11787110278,46.2614756,5.9783934,Erratic boulder of the Rhone glacier
11787120868,46.2606205,5.9775217,Erratic boulder of the Rhone glacier
11810293105,47.8641609,12.1953525,
